CCG21CDH,ccg_name,trust_code,trust_name
InvalidCode,Unknown,NKI,TURNING POINT
InvalidCode,Unknown,NKT,UNIVERSITY MEDICAL CENTRE
InvalidCode,Unknown,NLS,TRENT PTS
InvalidCode,Unknown,NMQ,MAKING SPACE
InvalidCode,Unknown,NNE,DORKING HEALTHCARE LIMITED (DHC)
InvalidCode,Unknown,NQV,BROMLEY HEALTHCARE
InvalidCode,Unknown,NR5,LIVEWELL SOUTHWEST
InvalidCode,Unknown,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
InvalidCode,Unknown,NWC07,"VITA HEALTH GROUP: VITAMINDS BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE"
InvalidCode,Unknown,NWC10,VITA HEALTH GROUP: VITAMINDS DARTFORD
InvalidCode,Unknown,NWC11,VITA HEALTH GROUP: VITAMINDS DERBY
InvalidCode,Unknown,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST
InvalidCode,Unknown,R1C,SOLENT NHS TRUST
InvalidCode,Unknown,R1F,ISLE OF WIGHT NHS TRUST
InvalidCode,Unknown,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
InvalidCode,Unknown,RDYLK,BOURNEMOUTH AND POOLE PRIMARY CARE MEDICAL TEAM
InvalidCode,Unknown,RH5,SOMERSET NHS FOUNDATION TRUST
InvalidCode,Unknown,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
InvalidCode,Unknown,RKECE,WHITTINGTON HEALTH AT CROUCH END
InvalidCode,Unknown,RKL07,EALING IAPT
InvalidCode,Unknown,RKL14,LAKESIDE UNIT
InvalidCode,Unknown,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
InvalidCode,Unknown,RPG,OXLEAS NHS FOUNDATION TRUST
InvalidCode,Unknown,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
InvalidCode,Unknown,RT2,PENNINE CARE NHS FOUNDATION TRUST
InvalidCode,Unknown,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST
InvalidCode,Unknown,RV5CG,SOUTHWARK PSYCHOLOGICAL THERAPIES SERVICES (SOUTHWARK IAPT)
InvalidCode,Unknown,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
InvalidCode,Unknown,RVNCG,LIFT PSYCHOLOGY SWINDON
InvalidCode,Unknown,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
InvalidCode,Unknown,RW4,MERSEY CARE NHS FOUNDATION TRUST
InvalidCode,Unknown,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST
InvalidCode,Unknown,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
InvalidCode,Unknown,RWK53,JOHNSON STREET
InvalidCode,Unknown,RWRD7,WAVERLEY ROAD
InvalidCode,Unknown,RWRG3,HERTFORDSHIRE PARTNERSHIP FOUNDATION TRUST (TEKHNICON HOUSE)
InvalidCode,Unknown,RWRG7,HERTFORDSHIRE PARTNERSHIP FOUNDATION TRUST (LEXDEN HOSPITAL)
InvalidCode,Unknown,RWRPJ,ROSANNE HOUSE
InvalidCode,Unknown,RWRRG,WEST ESSEX IAPT
InvalidCode,Unknown,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
InvalidCode,Unknown,RXAWV,ACCESS SEFTON - BOOTLE
InvalidCode,Unknown,RXG10,FIELDHEAD HOSPITAL
InvalidCode,Unknown,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
InvalidCode,Unknown,RXX1Y,SURREY IAPT
InvalidCode,Unknown,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
InvalidCode,Unknown,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
InvalidCode,Unknown,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST
InvalidCode,Unknown,RYK14,BLAKENALL VILLAGE CENTRE
InvalidCode,Unknown,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
InvalidCode,Unknown,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST
00P,NHS SUNDERLAND CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST
00Y,NHS OLDHAM CCG,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST
00Y,NHS OLDHAM CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
01A,NHS EAST LANCASHIRE CCG,AMC04,THINKING AHEAD
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",DRL,42ND STREET
01G,NHS SALFORD CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
01G,NHS SALFORD CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
02Q,NHS BASSETLAW CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
02Q,NHS BASSETLAW CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
02T,NHS CALDERDALE CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
02X,NHS DONCASTER CCG,NKI,TURNING POINT
02Y,NHS EAST RIDING OF YORKSHIRE CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
03A,NHS GREATER HUDDERSFIELD CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
03H,NHS NORTH EAST LINCOLNSHIRE CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
03L,NHS ROTHERHAM CCG,AM601,IESO DIGITAL HEALTH
03Q,NHS VALE OF YORK CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
03Q,NHS VALE OF YORK CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
03R,NHS WAKEFIELD CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
03R,NHS WAKEFIELD CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
04C,NHS LEICESTER CITY CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
04F,NHS MILTON KEYNES CCG,RWK4D,GILBERT HITCHCOCK HOUSE
04V,NHS WEST LEICESTERSHIRE CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
05C,NHS DUDLEY CCG,RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST
05D,NHS EAST STAFFORDSHIRE CCG,AM7,SIGN HEALTH (HQ)
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST
05X,NHS TELFORD AND WREKIN CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
05Y,NHS WALSALL CCG,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST
06A,NHS WOLVERHAMPTON CCG,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST
06F,NHS BEDFORDSHIRE CCG,ALR02,BMHC-FTB
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
06L,NHS IPSWICH AND EAST SUFFOLK CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
06N,NHS HERTS VALLEYS CCG,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST
06N,NHS HERTS VALLEYS CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
06Q,NHS MID ESSEX CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
06Q,NHS MID ESSEX CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
07G,NHS THURROCK CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
07G,NHS THURROCK CCG,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST
07H,NHS WEST ESSEX CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
07L,NHS BARKING AND DAGENHAM CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
07P,NHS BRENT CCG,RKL07,EALING IAPT
07P,NHS BRENT CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
07P,NHS BRENT CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
07T,NHS CITY AND HACKNEY CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
07Y,NHS HOUNSLOW CCG,TAF87,ISLINGTON IAPT
08C,NHS HAMMERSMITH AND FULHAM CCG,AM7,SIGN HEALTH (HQ)
08C,NHS HAMMERSMITH AND FULHAM CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
08M,NHS NEWHAM CCG,RV5CG,SOUTHWARK PSYCHOLOGICAL THERAPIES SERVICES (SOUTHWARK IAPT)
08M,NHS NEWHAM CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
08N,NHS REDBRIDGE CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
08V,NHS TOWER HAMLETS CCG,RPG,OXLEAS NHS FOUNDATION TRUST
08W,NHS WALTHAM FOREST CCG,AM7,SIGN HEALTH (HQ)
08Y,NHS WEST LONDON CCG,AM7,SIGN HEALTH (HQ)
08Y,NHS WEST LONDON CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,TAF87,ISLINGTON IAPT
09D,NHS BRIGHTON AND HOVE CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
09D,NHS BRIGHTON AND HOVE CCG,RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST
10C,NHS SURREY HEATH CCG,AM7,SIGN HEALTH (HQ)
10L,NHS ISLE OF WIGHT CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
11A,NHS WEST HAMPSHIRE CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
11J,NHS DORSET CCG,RV5CH,LEWISHAM PSYCHOLOGICAL THERAPIES SERVICE (LEWISHAM IAPT)
13Q,NATIONAL COMMISSIONING HUB 1,NNE,DORKING HEALTHCARE LIMITED (DHC)
13Q,NATIONAL COMMISSIONING HUB 1,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
14L,NHS MANCHESTER CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
14L,NHS MANCHESTER CCG,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST
14M,LONDON - H&J COMMISSIONING HUB,NLS,TRENT PTS
15A,NHS BERKSHIRE WEST CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
15A,NHS BERKSHIRE WEST CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
15A,NHS BERKSHIRE WEST CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
15F,NHS LEEDS CCG,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST"
15M,NHS DERBY AND DERBYSHIRE CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
16C,NHS TEES VALLEY CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
16C,NHS TEES VALLEY CCG,TAF87,ISLINGTON IAPT
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST
26A,NHS NORFOLK AND WAVENEY CCG,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST
26A,NHS NORFOLK AND WAVENEY CCG,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
27D,NHS CHESHIRE CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
27D,NHS CHESHIRE CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
36L,NHS SOUTH WEST LONDON CCG,RV5CG,SOUTHWARK PSYCHOLOGICAL THERAPIES SERVICES (SOUTHWARK IAPT)
36L,NHS SOUTH WEST LONDON CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
70F,NHS WEST SUSSEX CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
72Q,NHS SOUTH EAST LONDON CCG,NWC10,VITA HEALTH GROUP: VITAMINDS DARTFORD
72Q,NHS SOUTH EAST LONDON CCG,TAF90,KINGSTON DRUG & ALCOHOL SERVICE
78H,NHS NORTHAMPTONSHIRE CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
78H,NHS NORTHAMPTONSHIRE CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
84H,NHS COUNTY DURHAM CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
91Q,NHS KENT AND MEDWAY CCG,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST
91Q,NHS KENT AND MEDWAY CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
91Q,NHS KENT AND MEDWAY CCG,RV5CH,LEWISHAM PSYCHOLOGICAL THERAPIES SERVICE (LEWISHAM IAPT)
92A,NHS SURREY HEARTLANDS CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
93C,NHS NORTH CENTRAL LONDON CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
97R,NHS EAST SUSSEX CCG,NWC10,VITA HEALTH GROUP: VITAMINDS DARTFORD
99A,NHS LIVERPOOL CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
99A,NHS LIVERPOOL CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
InvalidCode,Unknown,AM601,IESO DIGITAL HEALTH
InvalidCode,Unknown,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
InvalidCode,Unknown,RWK79,NEWHAM IAPT
InvalidCode,Unknown,RX301,"TEES, ESK, WEAR VALLEY NHS TRUST (DURHAM)"
InvalidCode,Unknown,TAF88,CAMDEN IAPT
00Q,NHS BLACKBURN WITH DARWEN CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
00R,NHS BLACKPOOL CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
01A,NHS EAST LANCASHIRE CCG,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST
01F,NHS HALTON CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
01G,NHS SALFORD CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
01G,NHS SALFORD CCG,RPG,OXLEAS NHS FOUNDATION TRUST
01H,NHS NORTH CUMBRIA CCG,RX4K3,GRANGE PARK CLINIC MONKMOUTH HOSPITAL SUNDERLAND LOCALITY
01H,NHS NORTH CUMBRIA CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
01K,NHS MORECAMBE BAY CCG,RV3HC,IAPT SERVICES
01T,NHS SOUTH SEFTON CCG,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
01W,NHS STOCKPORT CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
01X,NHS ST HELENS CCG,RW4,MERSEY CARE NHS FOUNDATION TRUST
02H,NHS WIGAN BOROUGH CCG,K7Y6R,FAMILY REFUGEE SUPPORT PROJECT
02M,NHS FYLDE AND WYRE CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
02P,NHS BARNSLEY CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
02Q,NHS BASSETLAW CCG,NDC13,INSIGHT HEALHTCARE TALKING THERAPIES (BASSETLAW)
03A,NHS GREATER HUDDERSFIELD CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
03F,NHS HULL CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
03N,NHS SHEFFIELD CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
03N,NHS SHEFFIELD CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
04C,NHS LEICESTER CITY CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
04C,NHS LEICESTER CITY CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
04C,NHS LEICESTER CITY CCG,RV3HC,IAPT SERVICES
04C,NHS LEICESTER CITY CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
04F,NHS MILTON KEYNES CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
04V,NHS WEST LEICESTERSHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
04V,NHS WEST LEICESTERSHIRE CCG,RPG,OXLEAS NHS FOUNDATION TRUST
05A,NHS COVENTRY AND RUGBY CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
05A,NHS COVENTRY AND RUGBY CCG,RV3AR,MILL HOUSE
05A,NHS COVENTRY AND RUGBY CCG,RV3HC,IAPT SERVICES
05C,NHS DUDLEY CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
05C,NHS DUDLEY CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
05G,NHS NORTH STAFFORDSHIRE CCG,RV3HC,IAPT SERVICES
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,NKI,TURNING POINT
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
05N,NHS SHROPSHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
05R,NHS SOUTH WARWICKSHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
05R,NHS SOUTH WARWICKSHIRE CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
05X,NHS TELFORD AND WREKIN CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
05Y,NHS WALSALL CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
06A,NHS WOLVERHAMPTON CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
06A,NHS WOLVERHAMPTON CCG,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST"
06F,NHS BEDFORDSHIRE CCG,RV3AR,MILL HOUSE
06F,NHS BEDFORDSHIRE CCG,RV3HC,IAPT SERVICES
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,NDC05,INSIGHT HEALTHCARE TALKING THERAPIES (PETERBOROUGH)
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,RV3HC,IAPT SERVICES
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,NKI,TURNING POINT
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RDYLK,BOURNEMOUTH AND POOLE PRIMARY CARE MEDICAL TEAM
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RWRD7,WAVERLEY ROAD
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RWRPJ,ROSANNE HOUSE
06L,NHS IPSWICH AND EAST SUFFOLK CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
06N,NHS HERTS VALLEYS CCG,NKI,TURNING POINT
06N,NHS HERTS VALLEYS CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
06N,NHS HERTS VALLEYS CCG,RV3AR,MILL HOUSE
06N,NHS HERTS VALLEYS CCG,RWK4D,GILBERT HITCHCOCK HOUSE
06N,NHS HERTS VALLEYS CCG,RWRD7,WAVERLEY ROAD
06N,NHS HERTS VALLEYS CCG,RWRPJ,ROSANNE HOUSE
06N,NHS HERTS VALLEYS CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
06P,NHS LUTON CCG,RV3HC,IAPT SERVICES
06Q,NHS MID ESSEX CCG,RWRG3,HERTFORDSHIRE PARTNERSHIP FOUNDATION TRUST (TEKHNICON HOUSE)
06T,NHS NORTH EAST ESSEX CCG,RWRG7,HERTFORDSHIRE PARTNERSHIP FOUNDATION TRUST (LEXDEN HOSPITAL)
07G,NHS THURROCK CCG,RWK4D,GILBERT HITCHCOCK HOUSE
07H,NHS WEST ESSEX CCG,RWRRG,WEST ESSEX IAPT
07P,NHS BRENT CCG,RV3AR,MILL HOUSE
07P,NHS BRENT CCG,RW4,MERSEY CARE NHS FOUNDATION TRUST
07P,NHS BRENT CCG,TAF88,CAMDEN IAPT
07W,NHS EALING CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
07W,NHS EALING CCG,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST
07W,NHS EALING CCG,RV3AR,MILL HOUSE
07Y,NHS HOUNSLOW CCG,RV3AR,MILL HOUSE
07Y,NHS HOUNSLOW CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
08C,NHS HAMMERSMITH AND FULHAM CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
08C,NHS HAMMERSMITH AND FULHAM CCG,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
08C,NHS HAMMERSMITH AND FULHAM CCG,RV3AR,MILL HOUSE
08C,NHS HAMMERSMITH AND FULHAM CCG,RWK4D,GILBERT HITCHCOCK HOUSE
08E,NHS HARROW CCG,RV3AR,MILL HOUSE
08G,NHS HILLINGDON CCG,RV3HC,IAPT SERVICES
08M,NHS NEWHAM CCG,RKL14,LAKESIDE UNIT
08M,NHS NEWHAM CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
08V,NHS TOWER HAMLETS CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
08V,NHS TOWER HAMLETS CCG,TAF87,ISLINGTON IAPT
08W,NHS WALTHAM FOREST CCG,RPG,OXLEAS NHS FOUNDATION TRUST
08W,NHS WALTHAM FOREST CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
08Y,NHS WEST LONDON CCG,RPG,OXLEAS NHS FOUNDATION TRUST
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,RWK4C,ST JOHN'S HEALTH CENTRE
09D,NHS BRIGHTON AND HOVE CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
10C,NHS SURREY HEATH CCG,NI385,WE ARE WITH YOU IN REIGATE
10Q,NHS OXFORDSHIRE CCG,NNE,DORKING HEALTHCARE LIMITED (DHC)
10Q,NHS OXFORDSHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
10Q,NHS OXFORDSHIRE CCG,RV3HC,IAPT SERVICES
10Q,NHS OXFORDSHIRE CCG,RWK4D,GILBERT HITCHCOCK HOUSE
10R,NHS PORTSMOUTH CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
10R,NHS PORTSMOUTH CCG,RDYDL,PSYCHOLOGICAL THERAPIES SOUTHHAMPTON OFFICE
11M,NHS GLOUCESTERSHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
11X,NHS SOMERSET CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
12F,NHS WIRRAL CCG,NDC17,TALKING TOGETHER WIRRAL
13T,NHS NEWCASTLE GATESHEAD CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
14L,NHS MANCHESTER CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
14L,NHS MANCHESTER CCG,RWK4D,GILBERT HITCHCOCK HOUSE
14L,NHS MANCHESTER CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
14L,NHS MANCHESTER CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
14Y,NHS BUCKINGHAMSHIRE CCG,RV3AR,MILL HOUSE
14Y,NHS BUCKINGHAMSHIRE CCG,RV3HC,IAPT SERVICES
15A,NHS BERKSHIRE WEST CCG,NIW,FAVERSHAM COUNSELLING SERVICE LTD
15A,NHS BERKSHIRE WEST CCG,NR5,LIVEWELL SOUTHWEST
15D,NHS EAST BERKSHIRE CCG,RV3AR,MILL HOUSE
15E,NHS BIRMINGHAM AND SOLIHULL CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
15E,NHS BIRMINGHAM AND SOLIHULL CCG,RV3HC,IAPT SERVICES
15E,NHS BIRMINGHAM AND SOLIHULL CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
15F,NHS LEEDS CCG,NNE,DORKING HEALTHCARE LIMITED (DHC)
15F,NHS LEEDS CCG,NR5,LIVEWELL SOUTHWEST
15M,NHS DERBY AND DERBYSHIRE CCG,NLS,TRENT PTS
